뉴스 제목,뉴스 링크,언론사,날짜
"2023 시즌 맞이하는 롤, 유저 접근성 확보에 집중한다",https://www.gamemeca.com/mv.php?inflow=naver_s&gid=1688972,게임메카,2022-11-22
"기업은행, 기업 인터넷·스마트뱅킹 서비스 개편…통합 플랫폼 기반 구축",http://www.newsworks.co.kr/news/articleView.html?idxno=616128,뉴스웍스,2022-11-22
"IBK기업은행, 기업디지털채널 서비스 전면 개편 실시",http://www.wsobi.com/news/articleView.html?idxno=182580,여성소비자신문,2022-11-22
"IBK기업, 기업디지털채널 서비스 전면 개편 실시",http://www.newsbrite.net/news/articleView.html?idxno=169403,뉴스브라이트,2022-11-22
"IBK기업은행, 기업금융 디지털 채널 전면 개편",https://hobbyen.co.kr/news/newsview.php?ncode=1065590383122098,하비엔,2022-11-22
[외쿡신문] 대혼돈의 트위터 소식 정리,https://byline.network/?p=9004111222488557,바이라인네트워크,2022-11-22
"IBK기업은행, 기업디지털채널 서비스 전면 개편",http://www.seoulfn.com/news/articleView.html?idxno=472903,서울파이낸스,2022-11-22
"기업銀, 기업디지털채널 서비스 전면 개편",http://www.newsis.com/view/?id=NISX20221122_0002096104&cID=10401&pID=10400,뉴시스,2022-11-22
"""통합 플랫폼 기반 구축""...IBK기업은행, 기업디지털채널 전면 개편",https://www.youthdaily.co.kr/news/article.html?no=115878,청년일보,2022-11-22
"IBK기업銀, 기업디지털채널 전면 개편..디지털 전환 가속화",http://www.hg-times.com/news/articleView.html?idxno=247661,한강타임즈,2022-11-22
"기업은행, 기입디지털채널 서비스 전면 개편…사용자 경험 제공",http://www.efnews.co.kr/news/articleView.html?idxno=99923,파이낸셜신문,2022-11-22
"IBK기업은행, 기업디지털채널 서비스 전면 개편 실시",http://www.techholic.co.kr/news/articleView.html?idxno=206138,테크홀릭,2022-11-22
"기업은행, 기업디지털채널 서비스 전면 개편",http://www.mediapen.com/news/view/772329,미디어펜,2022-11-22
"IBK기업은행, 기업디지털채널 서비스 전면 개편",http://www.meconomynews.com/news/articleView.html?idxno=72651,시장경제신문,2022-11-22
"Xbox, 사상 첫 ‘디지털 투명성 보고서’ 발표",https://www.gamechosun.co.kr/webzine/article/view.php?no=190667,게임조선,2022-11-22
"기업은행, 기업디지털채널 개편…해외직접투자 신고 등 지원",https://www.newsway.co.kr/news/view?tp=1&ud=2022112216134204810,뉴스웨이,2022-11-22
"[생활경제뉴스] 정관장, '에브리타임 토트넘 에디션' 출시 外",https://www.busan.com/view/busan/view.php?code=2022112215041979272,부산일보,2022-11-22
"기업은행, 기업디지털채널 서비스 전면 개편 실시",http://www.newspim.com/news/view/20221122000695,뉴스핌,2022-11-22
"IBK기업은행, 기업 인터넷·스마트뱅킹 개편… 새단장 기념 이벤트도 진행",http://www.newscj.com/article/20221122580556,천지일보,2022-11-22
"Xbox, 사상 첫 '디지털 투명성 보고서' 발표",https://www.viva100.com/main/view.php?key=20221122010006620,브릿지경제,2022-11-22
"IBK기업은행, 기업디지털채널 서비스 전면 개편 실시",http://www.seoulwire.com/news/articleView.html?idxno=487128,서울와이어,2022-11-22
"기업은행, 기업디지털채널 서비스 전면 개편",https://www.dailian.co.kr/news/view/1175936/?sc=Naver,데일리안,2022-11-22
"IBK기업은행, 기업디지털채널 서비스 전면 개편",https://www.businessplus.kr/news/articleView.html?idxno=38241,비즈니스플러스,2022-11-22
"＂시즌 13 주 목표는 입문난이도 완화＂, 라이엇 게임즈, 2023 프리시즌 미디...",https://www.gamechosun.co.kr/webzine/article/view.php?no=190651,게임조선,2022-11-22
"IBK기업은행, 기업디지털채널 서비스 ‘전면 개편’",https://economist.co.kr/2022/11/22/finance/bank/20221122151913317.html,이코노미스트,2022-11-22
"IBK기업은행, 기업디지털채널 개편...""쉽고 안전하게""",http://www.fnnews.com/news/202211221417070593,파이낸셜뉴스,2022-11-22
"IBK기업은행, '기업디지털채널' 개편...디지털 전환 가속",http://www.newspost.kr/news/articleView.html?idxno=103654,뉴스포스트,2022-11-22
"MS 엑스박스, `디지털 투명성 보고서` 발표…상반기 가짜 계정 433만건 차단",http://www.dt.co.kr/contents.html?article_no=2022112202109931820010&ref=naver,디지털타임스,2022-11-22
"기업은행, 기업디지털채널 새단장…""편의성 개선·업무영역 확대""",https://biz.sbs.co.kr/article_hub/20000090440?division=NAVER,SBS Biz,2022-11-22
"팔콘엑스, 중단했던 실버게이트 결제네트워크 사용 재개",https://www.tokenpost.kr/article-113342,토큰포스트,2022-11-22
"[단독] 트렌비, 서비스 장애 정상화했다더니 일부는 미복구",http://www.wolyo.co.kr/news/articleView.html?idxno=215646,월요신문,2022-11-22
"IBK기업은행, 기업디지털채널 서비스 전면 개편",http://www.thekpm.com/news/articleView.html?idxno=139146,포인트데일리,2022-11-22
"IBK기업은행, 기업디지털채널 서비스 전면 개편…'디지털 전환' 가속화",http://www.lcnews.co.kr/news/articleView.html?idxno=40639,라이센스뉴스,2022-11-22
"기업은행 ""기업디지털채널 개편, 디지털전환 가속화""",http://www.enewstoday.co.kr/news/articleView.html?idxno=1617214,이뉴스투데이,2022-11-22
"기업은행, 기업디지털채널 서비스 전면 개편",https://www.etnews.com/20221122000207,전자신문,2022-11-22
"IBK기업은행, 기업디지털채널 서비스 전면 개편",https://biz.chosun.com/stock/finance/2022/11/22/PXV6NFKK35CZDP7QC6HLKUOLFI/?utm_source=naver&utm_medium=original&utm_campaign=biz,조선비즈,2022-11-22
"기업은행, 기업디지털채널 서비스 전면 개편 실시",http://www.dailysmart.co.kr/news/articleView.html?idxno=66533,스마트경제,2022-11-22
"IBK기업은행, 기업디지털채널 서비스 전면 개편 실시",https://www.ddaily.co.kr/news/article.html?no=251715,디지털데일리,2022-11-22
신상진 성남시장 '공직선거법 위반 혐의' 검찰 송치,http://www.kyeongin.com/main/view.php?key=20221122010003913,경인일보,2022-11-22
"IBK기업은행, 기업디지털채널 서비스 전면 개편 실시",https://www.viva100.com/main/view.php?key=20221122010006535,브릿지경제,2022-11-22
"Xbox, 사상 첫 ‘디지털 투명성 보고서’ 발표",http://www.gameshot.net/common/con_view.php?code=GA637c5992332a4,게임샷,2022-11-22
"IBK기업은행, 기업디지털채널 서비스 전면 개편",http://www.metroseoul.co.kr/article/20221122500375,메트로신문,2022-11-22
"IBK기업은행, 기업디지털채널 서비스 전면 개편 실시",https://www.straightnews.co.kr/news/articleView.html?idxno=220879,스트레이트뉴스,2022-11-22
"기업은행, 기업디지털채널 서비스 전면 개편",http://www.sentv.co.kr/news/view/637626,서울경제TV,2022-11-22
"MS 엑스박스 ""올해 상반기 가짜 계정 433만건 차단""",https://www.ajunews.com/view/20221122131108303,아주경제,2022-11-22
"기업은행, 기업인터넷·스마트뱅킹 서비스 개편",http://www.smedaily.co.kr/news/articleView.html?idxno=243434,중소기업신문,2022-11-22
"기업은행, 기업디지털채널 서비스 전면 개편",https://view.asiae.co.kr/article/2022112214073964838,아시아경제,2022-11-22
"MS, Xbox '디지털 투명성 보고서' 발표",https://www.gametoc.co.kr/news/articleView.html?idxno=69816,게임톡,2022-11-22
[오늘 뭐 먹지] 풀무원식품·이마트·CJ프레시웨이 외,http://www.newsprime.co.kr/news/article.html?no=585735,프라임경제,2022-11-22
'아주 특별하고 착한 송년회',https://www.gukjenews.com/news/articleView.html?idxno=2597779,국제뉴스,2022-11-22
"협박 전문 단체 루나모스, 멀웨어는 하나도 사용 않고 통화로 협박하고",http://www.boannews.com/media/view.asp?idx=111820&kind=,보안뉴스,2022-11-22
"자사 모델과 팬들 조롱했다는 의혹 불거진 유명 브랜드 SNS 글, 분노 쏟아졌다",https://www.wikitree.co.kr/articles/808605,위키트리,2022-11-22
법원 “재택근무라도 회사가 지정했다면 특정장소 종속으로 봐야”,https://www.khan.co.kr/national/national-general/article/202211221200001,경향신문,2022-11-22
"Xbox, '디지털 투명성 보고서' 발표…콘텐츠 적절성 관리로 사전 예방",https://www.xportsnews.com/article/1657070,엑스포츠뉴스,2022-11-22
예금보험공사 유재훈 사장 취임… “선제적 위기대응 ‘금융안정계정’ 도입”,http://www.newscj.com/article/20221122580264,천지일보,2022-11-22
"Xbox, 첫 디지털 투명성 보고서 발표",http://www.betanews.net:8080/article/1375026.html,베타뉴스,2022-11-22
"[토큰포스트 오후 브리핑] 분석 ""GBTC 청산 가능성 낮다...할인율은 한때 -50...",https://www.tokenpost.kr/article-113309,토큰포스트,2022-11-22
"마이크로소프트, Xbox 투명성 보고서 첫 발간",https://www.ekn.kr/web/view.php?key=20221122010004172,에너지경제,2022-11-22
"마이크로소프트 Xbox, 사상 첫 '디지털 투명성 보고서' 발표",http://gamefocus.co.kr/detail.php?number=136069,게임포커스,2022-11-22
"Xbox, '디지털 투명성 보고서' 첫선··· 가짜 계정 433만건 차단",http://www.getnews.co.kr/news/articleView.html?idxno=606871,글로벌경제,2022-11-22
"""입대 말고 입양하라"" 외쳤더니... 유기동물 안락사 1%대로 '뚝'",https://hankookilbo.com/News/Read/A2022112115270005905?did=NA,한국일보언론사 선정,2022-11-22
"마이크로소프트 Xbox, '디지털 투명성 보고서' 발표···안전한 게이밍 환경...",https://www.cnet.co.kr/view/?no=20221122104858,씨넷코리아,2022-11-22
"MS, 건전한 게임 환경 조성 위한 '디지털 투명성 보고서' 발표",https://www.epnc.co.kr/news/articleView.html?idxno=230013,테크월드,2022-11-22
"피앤피시큐어, 강서구에 2023 희망온돌 따뜻한 겨울나기 쌀 2,000kg 기부",http://www.boannews.com/media/view.asp?idx=111810&kind=,보안뉴스,2022-11-22
"피앤피시큐어, 강서구에 '2023 희망온돌 따뜻한 겨울나기' 쌀 기부",http://www.g-enews.com/ko-kr/news/article/news_all/20221121161412827206941316ce_1/article.html,글로벌이코노믹,2022-11-22
[PR브리핑] 2022 PR 트렌드 빅5 키워드,https://www.the-pr.co.kr/news/articleView.html?idxno=49441,The PR Times,2022-11-22
"[더벨][Peer Match Up / 배터리 3사]개발비 무형자산 3사 모두 '제로', 이유는...",http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=202211150031417760106994,더벨,2022-11-22
"피앤피시큐어, 강서구에 2023 희망온돌 따뜻한 겨울나기 쌀 2,000kg 기부",https://www.dailysecu.com/news/articleView.html?idxno=141456,데일리시큐,2022-11-22
"피앤피시큐어, 강서구에 2023 희망온돌 따뜻한 겨울나기 쌀 2,000kg 기부",http://www.itdaily.kr/news/articleView.html?idxno=211290,아이티데일리,2022-11-22
"""자체발행 코인 취급없다""…금융당국 조사에 가상자산 거래소들 답변",http://news.einfomax.co.kr/news/articleView.html?idxno=4243187,연합인포맥스,2022-11-22
"[더벨][인사이드 헤지펀드]티아이운용, 자문·일임 비즈니스 진출 '수익 다변...",http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=202211161406051600102081,더벨,2022-11-22
'팬 플랫폼'에 갇힌 아이돌 팬덤,http://www.mediaus.co.kr/news/articleView.html?idxno=302418,미디어스,2022-11-22
"예금보험공사 유재훈 사장, 임명 12일 만에 취임식…노조 ""상생경영 의지 드러...",https://www.news2day.co.kr/article/20221121500209,뉴스투데이,2022-11-22
"[토큰포스트 오후 브리핑] 크립토슬레이트 ""아시아 시장 BTC 보유량 역대 최다...",https://www.tokenpost.kr/article-113171,토큰포스트,2022-11-22
"떠오르는 트위터 난민촌 ‘마스토돈’, 대안 SNS로 관심 급증",https://magazine.hankyung.com/business/article/202211163669b,한경비즈니스언론사 선정,2022-11-22
[단독] 현대차그룹이 국제인권단체 이메일에 답 못한 이유는?,https://www.hani.co.kr/arti/economy/marketing/1068271.html,한겨레언론사 선정,2022-11-22
"함안군, 11월 현안 점검회의 개최",http://www.gnnews.co.kr/news/articleView.html?idxno=515290,경남일보,2022-11-21
"트위터에 ""인스타 ID 남길게요"" 줄잇는 이유…'머스크발 엑소더스'",https://www.hankyung.com/economy/article/202211213609g,한국경제언론사 선정,2022-11-21
"유재훈 예보 사장 취임식 ""금융안정계정 도입할 것""",http://www.fnnews.com/news/202211211816341662,파이낸셜뉴스,2022-11-21
"[THE INFLUENCER] 타닥타닥, 찌르르, 철썩… 잠자코 듣기만해도 잠이 스르르",http://www.dt.co.kr/contents.html?article_no=2022112202101970821002&ref=naver,디지털타임스,2022-11-21
"[손병채의 센스메이킹]<2>디지털 페이 시대, 돈과 맺는 관계 변화",https://www.etnews.com/20221121000177,전자신문,2022-11-21
'간호법 총궐기대회' 학생 참여 유도 봉사점수 부여 논란,http://www.doctorsnews.co.kr/news/articleView.html?idxno=147181,의협신문,2022-11-21
"‘네옴시티 호재’ 탄 한미글로벌, 자사주 팔아 290억원 대박",https://biz.chosun.com/stock/stock_general/2022/11/21/UKPCDN6EJRBPVEVH4C5PILANOM/?utm_source=naver&utm_medium=original&utm_campaign=biz,조선비즈언론사 선정,2022-11-21
"로버트 할리, 모친상 2년여만에 미국 묘소 찾아…""죄송합니다""",https://www.news1.kr/articles/4871286,뉴스1,2022-11-21
전북대 GTEP사업단 '전자상거래 경진대회' 장려상 수상,http://www.veritas-a.com/news/articleView.html?idxno=437282,베리타스알파,2022-11-21
"유재훈 예보 사장 취임...""금융안정계정 도입에 전력 다할 것""",https://www.fetv.co.kr/news/article.html?no=128732,FETV,2022-11-21
"피앤피시큐어, 강서구청에 쌀 2000kg 기부",http://www.datanet.co.kr/news/articleView.html?idxno=178542,데이터넷,2022-11-21
"트럼프의 트위터 복귀, 머스크·공화당 모두에 '역효과'",http://www.newspim.com/news/view/20221121000390,뉴스핌,2022-11-21
"한은 RP매입, 예상치 못한 타이밍에 나온 배경",http://news.einfomax.co.kr/news/articleView.html?idxno=4243118,연합인포맥스,2022-11-21
"[글로벌] 보안전문가, ""트위터 DM 데이터 유출 위험, 당장 삭제하라"" 경고",http://www.itdaily.kr/news/articleView.html?idxno=211281,아이티데일리,2022-11-21
"유재훈 예보 사장, 취임식 가져…“개인·조직 이익은 하나의 함수”",http://www.fntimes.com/html/view.php?ud=2022112116262749150583674372_18,한국금융신문,2022-11-21
"유재훈 예보 사장 취임…""금융안정계정 도입 전력""",https://www.asiatime.co.kr/article/20221121500316,아시아타임즈,2022-11-21
"유재훈 예금보험공사 사장 취임…""금융안정계정 도입""",https://www.asiatoday.co.kr/view.php?key=20221121010011565,아시아투데이,2022-11-21
"중국 원조 메신저 QQ, 단체 이메일 발송 서비스 중단",https://www.yna.co.kr/view/AKR20221121116600097?input=1195m,연합뉴스,2022-11-21
"中증시 낙관론에 늘어나는 외국인 투자, 리스크는 여전",http://www.fnnews.com/news/202211211546193870,파이낸셜뉴스언론사 선정,2022-11-21
"유재훈 예보 사장, 11일만에 취임식…""금융안정계정에 전력""",http://news.mt.co.kr/mtview.php?no=2022112116054255950,머니투데이,2022-11-21
"유재훈 예보 사장 취임…""선제적 위기대응 '금융안정계정' 도입하겠다""",http://www.greenpostkorea.co.kr/news/articleView.html?idxno=203243,그린포스트코리아,2022-11-21
"유재훈 신임 예보 사장, 공식 취임… ""금융안정계정 도입 전력""",https://biz.newdaily.co.kr/site/data/html/2022/11/21/2022112100175.html,뉴데일리,2022-11-21
"日 온라인 의료, 오진책임·수가 문제 어떻게?",https://kormedi.com/?p=1544298,코메디닷컴,2022-11-21
How-To : 윈도우에서 파일 및 폴더 삭제가 안 될 경우 해결책 5가지,https://www.itworld.co.kr/news/265582,ITWorld,2022-11-21
"""새롭게 도약하자""...예보, 유재훈 사장 취임식 진행",https://daily.hankooki.com/news/articleView.html?idxno=895813,데일리한국,2022-11-21
"유재훈 예보 사장 취임 ""금융안정계정 도입 핵심과제로 추진""",http://www.issuenbiz.com/news/articleView.html?idxno=18389,이슈앤비즈,2022-11-21
유재훈 예보 사장 취임 “금융사 부실 선제적 방어할 금융안정계정 도입”,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202211211507204970750,대한경제,2022-11-21
유재훈 신임 예보 사장 “내년 8월까지 기금체계 개선안 마련”,http://www.nspna.com/news/?mode=view&newsid=605294,NSP통신,2022-11-21
"유재훈 신임 예보 사장 ""선제적 위기대응기구로서 역할 다할 것""",https://www.etoday.co.kr/news/view/2194650,이투데이,2022-11-21
"유재훈 예보 신임사장 ""예금보호한도 개선안 마련할 것""",http://www.dt.co.kr/contents.html?article_no=2022112102109963074005&ref=naver,디지털타임스,2022-11-21
"유재훈 예보 사장 ""위기 전염 차단 위한 금융안정계정 도입 전력""",http://news.einfomax.co.kr/news/articleView.html?idxno=4243102,연합인포맥스,2022-11-21
[가트너 특별기고] 신원 위협 탐지 및 대응(ITDR)을 통한 사이버 공...,https://www.dailysecu.com/news/articleView.html?idxno=141437,데일리시큐,2022-11-21
"유재훈 예보 사장 취임 ""기금체계 개선안 내년 8월까지 마련할 것""",http://www.consumernews.co.kr/news/articleView.html?idxno=663811,소비자가 만드는 신문,2022-11-21
"유재훈 예보 사장 ""금융안정계정 도입 전력 다할 것""",http://www.newstomato.com/ReadNews.aspx?no=1161394&inflow=N,뉴스토마토,2022-11-21
"유재훈 예보 사장 ""금융안정계정 도입해 시장 불확실성 대응""",https://www.newsway.co.kr/news/view?tp=1&ud=2022112113165688373,뉴스웨이,2022-11-21
유재훈 예보 사장 “선제적 위기대응 위한 금융안정계정 도입할 것”,http://www.joseilbo.com/news/news_read.php?uid=471564&class=18&grp=,조세일보,2022-11-21
"유재훈 예금보험공사 사장, ""부서를 넘어서는 통합적 운영방식 도입""",https://www.onews.tv/news/articleView.html?idxno=145039,열린뉴스통신,2022-11-21
"유재훈 사장 ""예보, 김민재 같은 글로벌 명성·지위 인정 노력해야 """,https://biz.sbs.co.kr/article_hub/20000090228?division=NAVER,SBS Biz,2022-11-21
"유재훈 예보 사장 ""금융안정계정 도입에 전력 다할 것""",https://www.sedaily.com/NewsView/26DPP2RZ8H,서울경제,2022-11-21
유재훈 신임 예보 사장 취임,http://www.edaily.co.kr/news/newspath.asp?newsid=03155366632528016,이데일리,2022-11-21
"유재훈 예보 신임 사장, 임명 12일만에 취임식...""금융소비자 보호 최우선""",http://www.fnnews.com/news/202211211420381992,파이낸셜뉴스,2022-11-21
"유재훈 신임 예보 사장, 임명 12일 만에 취임식 개최",https://www.dailian.co.kr/news/view/1175446/?sc=Naver,데일리안,2022-11-21
유재훈 신임 예보 사장 “금융안정계정 도입에 전력 다하겠다”,https://biz.chosun.com/stock/finance/2022/11/21/DH5MDLMJKZADHCQNOSYQCDLWTU/?utm_source=naver&utm_medium=original&utm_campaign=biz,조선비즈언론사 선정,2022-11-21
"유재훈 예보 신임 사장 ""금융안정계정 도입에 전력""",http://www.newsis.com/view/?id=NISX20221121_0002093850&cID=15001&pID=15000,뉴시스,2022-11-21
유재훈 신임 예보 사장 21일 취임식 개최,https://view.asiae.co.kr/article/2022112114035488970,아시아경제,2022-11-21
"유재훈 예보 사장 취임 ""통합적 제도운영·자원관리 추진""",https://www.ebn.co.kr/news/view/1555712/?sc=Naver,EBN,2022-11-21
유재훈 예보 사장 취임…금융안정계정·기금체계 개선,http://www.newspim.com/news/view/20221121000597,뉴스핌,2022-11-21
지난주 접수된 '감사원법 개정안' 등 제·개정 법률안들,https://www.straightnews.co.kr/news/articleView.html?idxno=220768,스트레이트뉴스,2022-11-21
"클라우드 서비스 픽팍(PikPak), 10TB 대용량 체험 초대 이벤트 진행",http://www.jemin.com/news/articleView.html?idxno=746335,제민일보,2022-11-21
운전면허 인증 시스템 폐기·완화… 거꾸로 가는 공유킥보드 업계,http://www.sisaweek.com/news/articleView.html?idxno=200815,시사위크,2022-11-21
맥클리너 프로 리뷰 | 맥 성능 발목을 잡는 정크 파일 청소를 한 번에,https://www.itworld.co.kr/news/265576,ITWorld,2022-11-21
"타임게이트 티지브이포털(TGVportal v2.0), 조달청 우수제품으로 지정돼",http://www.nextdaily.co.kr/news/articleView.html?idxno=212283,넥스트데일리,2022-11-21
"우경정보기술, 수술실 CCTV 영상정보보안 시장 진출",http://www.koit.co.kr/news/articleView.html?idxno=105961,정보통신신문,2022-11-21
"타임게이트 'TGV포털', 조달청 우수제품 지정",https://it.chosun.com/site/data/html_dir/2022/11/21/2022112101433.html,IT조선,2022-11-21
"“고객의 47%, 낮은 ‘디지털 신뢰’ 때문에 벤더 떠난다” 디지서트",https://www.ciokorea.com/news/265546,CIO Korea,2022-11-21
"타임게이트 '티지브이포털 v2.0', 조달청 우수제품 지정",http://www.datanet.co.kr/news/articleView.html?idxno=178525,데이터넷,2022-11-21
[유통산책] 우승 공약 실천…SSG 랜더스 선수 스타벅스 바리스타된다 外,http://www.g-enews.com/ko-kr/news/article/news_all/2022112110591397491c3c506100_1/article.html,글로벌이코노믹,2022-11-21
[줌인] 머스크의 트위터 성공 열쇠 쥔 애플·구글,https://biz.chosun.com/international/international_general/2022/11/21/VTPW4XIB4VBITDYPJ67653OW3I/?utm_source=naver&utm_medium=original&utm_campaign=biz,조선비즈언론사 선정,2022-11-21
비트코인 가격 2년 전 회귀…위기 맞은 가상자산 시장,http://www.sporbiz.co.kr/news/articleView.html?idxno=638110,한스경제,2022-11-21
"""MZ 표심 못잡았다""…97세 정치거물도 못이긴 시대흐름",https://view.asiae.co.kr/article/2022112107591594978,아시아경제,2022-11-21
FIFA는 축구로 어떻게 돈을 버는가,https://vop.co.kr/A00001623477.html,민중의소리,2022-11-21
[기고] 캐나다에서 한 달 만에 소프트웨어 엔지니어가 될 수 있을까?,http://dream.kotra.or.kr/kotranews/cms/news/actionKotraBoardDetail.do?SITE_NO=3&MENU_ID=130&CONTENTS_NO=1&bbsGbn=246&bbsSn=246&pNttSn=198204,KOTRA해외시장뉴스,2022-11-21
"[더벨][SH 사장 교체 1년]매출 외형 10년래 최저, 총차입금 '6조' 눈앞",http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=202211161634088080101137,더벨,2022-11-21
"[글로벌 비즈 브리핑] 머스크 '최후통첩' 이후 트위터 직원 줄퇴사…""추가 해...",https://biz.sbs.co.kr/article_hub/20000090119?division=NAVER,SBS Biz,2022-11-21
비밀번호가 사라진 시대를 준비하기,http://www.boannews.com/media/view.asp?idx=111763&kind=,보안뉴스,2022-11-21
글로벌 해킹그룹 공격 동향 살펴보니... ‘사이버보안 대연합’ 2차 보고서 발...,http://www.boannews.com/media/view.asp?idx=111706&kind=,보안뉴스,2022-11-21
"""트럼프 계정 퇴출, 옳지 않아"" 트럼프 트위터 복구한 머스크",http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002881964&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news,오마이뉴스,2022-11-20
시장포화·물가폭탄에…렌털업계 '생존경쟁',https://www.sedaily.com/NewsView/26DP8MTAUQ,서울경제,2022-11-20
"금융당국, 국내 가상통화거래소 자체 발행 코인 전수조사",https://www.khan.co.kr/economy/finance/article/202211201523001,경향신문,2022-11-20
머스크 인수 트위터에 퇴사 행렬..암호화폐 전문가도 떠나,http://www.edaily.co.kr/news/newspath.asp?newsid=01728566632527688,이데일리,2022-11-20
"당국, '자체 발행 코인 현황' 조사 …일부 의심 사례 나와",http://www.shinailbo.co.kr/news/articleView.html?idxno=1625483,신아일보,2022-11-20
 29층 오르내린 배달기사...회사서 징계 위기 '속상',http://www.fnnews.com/news/202211201251067322,파이낸셜뉴스언론사 선정,2022-11-20
"LG전자, 렌털사업 성장세 주춤…품목확대로 돌파구 마련",https://www.etnews.com/20221118000107,전자신문,2022-11-20
"머스크의 트위터 인수, 왜들 난리일까[김성모 기자의 신비월드]",https://www.donga.com/news/article/all/20221120/116581519/1,동아일보언론사 선정,2022-11-20
"혼돈 속 트위터, '가상자산' 책임자도 퇴사",https://zdnet.co.kr/view/?no=20221119233919,ZDNet Korea언론사 선정,2022-11-20
"""카드·배달 매출 다음날 받으세요"" 소상공인 선정산 돕는 ‘얼리페이’",https://view.asiae.co.kr/article/2022111608354488733,아시아경제,2022-11-20
이미 남자친구 있었다?→'용돈 10억녀'의 불륜…리스크에 발목 잡힌 '돌싱글즈...,https://tenasia.hankyung.com/tv/article/2022111766574,텐아시아,2022-11-20
무너져 내린 FTX…크립토 멜트다운 돌입?,https://magazine.hankyung.com/business/article/202211164552b,한경비즈니스언론사 선정,2022-11-20
‘승강기 고장’ 아파트 29층에 배달한 女기사 “책임감 갖고 일했는데 너무 ...,http://www.segye.com/content/html/2022/11/19/20221119505735.html?OutUrl=naver,세계일보언론사 선정,2022-11-20
"'송중국 딸' 지아, 치아교정 효과 벌써? 갸름해진 턱선과 꽃미모에 '걸그룹 센...",http://sports.chosun.com/news/ntype.htm?id=202211200100145970019517&servicedate=20221119,스포츠조선,2022-11-19
‘승강기 고장 아파트 29층 배달’ 女라이더 “회사 징계 기다리고 있다”,http://www.segye.com/content/html/2022/11/19/20221119504938.html?OutUrl=naver,세계일보,2022-11-19
"이미 떠났다, 엔지니어 66%가…월드컵 때 ‘트위터 먹통’ 우려",https://www.hani.co.kr/arti/international/international_general/1067966.html,한겨레언론사 선정,2022-11-19
"트위터 대안으로 떠오른 마스토돈, 일부는 '회의적'…왜?",http://www.bloter.net/newsView/blt202211180018,블로터언론사 선정,2022-11-19
[디지털 세상 읽기] 머스크의 광고주 압박,https://news.koreadaily.com/2022/11/18/society/opinion/20221118191937792.html,미주중앙일보,2022-11-19
"29층 배달기사, 징계 위기 처했다…""빚 갚으려 시작, 최선 다했다가""",https://www.news1.kr/articles/4869671,뉴스1,2022-11-19
풍산개 논란에 담긴 ‘문재인 5年’ 모순,https://shindonga.donga.com/3/all/13/3770884/1,신동아언론사 선정,2022-11-19
애도와 2차 가해 사이…'이태원 참사' 명단 공개 논란[사사건건],http://www.edaily.co.kr/news/newspath.asp?newsid=01193926632527360,이데일리,2022-11-19
난생처음으로 스마트폰을 개통했다 [독서일기],https://www.sisain.co.kr/news/articleView.html?idxno=48839,시사IN언론사 선정,2022-11-19
차단해도 개설 ... 북한의 유튜브 활용법,https://imnews.imbc.com/replay/unity/6428511_29114.html,MBC,2022-11-19
간호법 궐기대회 참여 간호대생 봉사점수?,https://www.dailymedi.com/news/news_view.php?wr_id=891036,데일리메디,2022-11-19
"11월 셋째 주, 돈 되는 알짜배기 투자 정보는? [마켓PRO 위클리 리뷰]",https://www.hankyung.com/finance/article/202211188966i,한국경제언론사 선정,2022-11-19
"FTX 직원들은 회삿돈 빼 집사고, 경영진은 5조 개인대출",https://www.chosun.com/economy/tech_it/2022/11/19/KMZDWJUAQFEDVD72X6LAFEQLEU/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,조선일보언론사 선정,2022-11-19
"김래원, 반성 없는 '촉법소년'에 통쾌한 한방 ""똥줄타라고""('소방서 옆 경찰서...",http://www.osen.co.kr/article/G1111991815,OSEN,2022-11-19
"김래원, 상습도박→불법촬영 '촉법소년' 검거..""처벌 안받아"" 뻔뻔('소방서 옆...",http://www.osen.co.kr/article/G1111991770,OSEN,2022-11-19
"문재인 국정원의 대북심리전단 와해 전말 | “댓글 사건, 좌파 세력의 국정원...",http://monthly.chosun.com/client/news/viw.asp?ctcd=A&nNewsNumb=202212100014,월간조선,2022-11-18
"[종합]'남희두♥'이나연, 유명해 지더니 이런 황당한 일이? ""심려 끼쳐드려 죄...",http://sports.chosun.com/news/ntype.htm?id=202211190100142010019202&servicedate=20221118,스포츠조선,2022-11-18
" [이정석의 通! 유통] 백화점 4사, 겨울 정기세일 돌입",http://www.nbntv.kr/news/articleView.html?idxno=64824,NBNTV,2022-11-18
"가입자 800만 케이뱅크, 7시간 '먹통'...우체국 모바일뱅킹도 장애",https://hankookilbo.com/News/Read/A2022111819070002923?did=NA,한국일보언론사 선정,2022-11-18
"[와이티엔 스타뉴스] 카카오엔터, 이름 숨기고 타사 아이돌 비방 의혹에...""사...",https://star.ytn.co.kr/_sn/0117_202211181831390552,YTN,2022-11-18
